timestamp ch1 ch2 ch3 ambient
644871659406689452 -458709 -433443 -420855 -544323
644871659414080456 -458787 -433490 -420868 -544254
644871659421471460 -458818 -433553 -420897 -544280
644871659428862464 -458871 -433595 -420912 -544232
644871659436253476 -458822 -433614 -420975 -544351
644871659443644480 -458830 -433553 -420926 -544267
644871659451035484 -458828 -433606 -420980 -544271
644871659458426488 -458857 -433663 -420999 -544256
644871659465817492 -458881 -433693 -421015 -544198
644871659473208496 -458938 -433601 -421141 -544314
644871659480599500 -458916 -433699 -421009 -544271
644871659487990504 -458963 -433725 -421102 -544324
644871659495381508 -458912 -433742 -421115 -544341
644871659502772512 -458927 -433630 -421108 -544270
644871659510163516 -458922 -433651 -421080 -544259
644871659517554520 -458839 -433737 -421109 -544204
644871659524945524 -458873 -433738 -421158 -544274
644871659532336528 -458832 -433740 -421199 -544322
644871659539727532 -458845 -433637 -421227 -544286
644871659547118536 -458786 -433668 -421221 -544265
644871659554509540 -458902 -433745 -421211 -544306
644871659561900544 -458870 -433707 -421219 -544291
644871659569291556 -458870 -433824 -421149 -544417
644871659576682560 -458870 -433836 -421156 -544344
644871659584073564 -458879 -433831 -421215 -544289
644871659591464568 -458841 -433853 -421217 -544285
644871659598855572 -458939 -433825 -421356 -544322
644871659606246576 -458928 -433851 -421224 -544219
644871659613637580 -458783 -433831 -421151 -544262
644871659621028584 -458857 -433804 -421132 -544213
644871659628419588 -458793 -433813 -421158 -544230
644871659635810592 -458907 -433788 -421176 -544246
644871659643201596 -458855 -433741 -421142 -544259
644871659650592600 -458862 -433753 -421101 -544279
644871659657983604 -458821 -433709 -421161 -544252
644871659665374608 -458774 -433750 -421297 -544263
644871659672765612 -458801 -433808 -421282 -544243
644871659680156616 -458808 -433830 -421305 -544253
644871659687547620 -458794 -433928 -421281 -544310
644871659694938624 -458794 -433825 -421168 -544218
644871659702329636 -458870 -433873 -421137 -544182
644871659709720640 -458907 -433841 -421163 -544254
644871659717111644 -458845 -433777 -421168 -544280
644871659724502648 -458788 -433725 -421129 -544254
644871659731893652 -458868 -433667 -421007 -544196
644871659739284656 -458731 -433701 -421052 -544207
644871659746675660 -458741 -433622 -421021 -544216
644871659754066664 -458644 -433546 -421066 -544279
644871659761457668 -458696 -433572 -421055 -544229
644871659768848672 -458638 -433592 -420935 -544220
644871659776239676 -458519 -433441 -420785 -544211
644871659783630680 -458569 -433459 -420779 -544254
644871659791021684 -458575 -433435 -420733 -544209
644871659798412688 -458545 -433402 -420696 -544237
644871659805803692 -458432 -433412 -420648 -544291
644871659813194696 -458416 -433335 -420542 -544262
644871659820585700 -458245 -433231 -420577 -544272
644871659827976704 -458210 -433230 -420553 -544248
644871659835429613 -458285 -433059 -420447 -544140
644871659842816976 -458146 -433110 -420525 -544272
644871659850204339 -458080 -433158 -420503 -544255
644871659857591702 -458129 -433156 -420363 -544308
644871659864979065 -458064 -433149 -420412 -544288
644871659872366428 -458074 -433113 -420440 -544305
644871659879753791 -458119 -433205 -420386 -544418
644871659887141154 -458251 -433042 -420476 -544275
644871659894528517 -458106 -433071 -420457 -544217
644871659901915880 -457972 -433068 -420414 -544313
644871659909303243 -457923 -433067 -420304 -544385
644871659916690606 -457914 -433022 -420329 -544310
644871659924077969 -457895 -433047 -420279 -544217
644871659931465332 -457859 -433080 -420415 -544213
644871659938852695 -457876 -433033 -420277 -544319
644871659946240058 -457856 -433051 -420293 -544262
644871659953627421 -457851 -433037 -420209 -544222
644871659961014784 -457757 -433029 -420254 -544220
644871659968340260 -457596 -432953 -420249 -544411
644871659975731264 -457687 -432963 -420195 -544341
644871659983122268 -457818 -432978 -420347 -544332
644871659990513272 -457729 -433074 -420299 -544279
644871659997904276 -457770 -433199 -420464 -544259
644871660005295280 -457847 -433153 -420444 -544279
644871660012686284 -457946 -433317 -420546 -544269
644871660020077288 -457939 -433276 -420619 -544252
644871660027468292 -457960 -433337 -420652 -544253
644871660034859296 -458012 -433441 -420709 -544164
644871660042250300 -457938 -433451 -420825 -544144
644871660049641304 -457980 -433537 -420862 -544220
644871660057032308 -457989 -433636 -420942 -544182
644871660064423312 -458011 -433688 -420973 -544182
644871660071814316 -458052 -433736 -421003 -544203
644871660079205320 -458079 -433788 -421114 -544238
644871660086596324 -458117 -433810 -421168 -544228
644871660093987328 -458123 -433779 -421177 -544225
644871660101378340 -458185 -433791 -421257 -544220
644871660108769344 -458114 -433835 -421238 -544274
644871660116160348 -458074 -433891 -421298 -544266
644871660123551352 -458051 -433955 -421221 -544313
644871660130942356 -458034 -433917 -421214 -544200
644871660138333360 -458028 -433951 -421185 -544264
644871660145724364 -458033 -433906 -421137 -544252
644871660153115368 -457991 -433888 -421207 -544273
644871660160506372 -457971 -433872 -421106 -544206
644871660167897376 -458033 -433938 -421202 -544217
644871660175288380 -457966 -433975 -421115 -544249
644871660182679384 -457902 -433880 -421125 -544209
644871660190070388 -457968 -433873 -421068 -544258
644871660197461392 -457910 -433852 -421101 -544211
644871660204852396 -457895 -433852 -421096 -544214
644871660212243400 -457812 -433841 -421088 -544320
644871660219634404 -457809 -433903 -421167 -544235
644871660227025408 -457798 -433956 -421132 -544302
644871660234478317 -457775 -433910 -420853 -544330
644871660241865680 -457784 -433909 -420860 -544285
644871660249253043 -457782 -433836 -420927 -544367
644871660256640406 -457739 -433821 -420927 -544368
644871660264027769 -457744 -433796 -420940 -544239
644871660271415132 -457663 -433701 -420860 -544302
644871660278802495 -457553 -433697 -420801 -544342
644871660286189858 -457528 -433658 -420789 -544235
644871660293577221 -457543 -433650 -420745 -544242
644871660300964584 -457565 -433566 -420757 -544256
644871660308351947 -457533 -433660 -420828 -544207
644871660315739310 -457466 -433695 -420874 -544293
644871660323126673 -457412 -433694 -420733 -544260
644871660330514036 -457469 -433650 -420733 -544308
644871660337901399 -457314 -433647 -420740 -544197
644871660345288762 -457399 -433648 -420787 -544332
644871660352676125 -457358 -433673 -420776 -544253
644871660360063488 -457302 -433568 -420644 -544345
644871660367388964 -457185 -433496 -420651 -544367
644871660374779968 -457199 -433484 -420604 -544350
644871660382170972 -457198 -433476 -420661 -544296
644871660389561976 -457202 -433478 -420535 -544298
644871660396952980 -457161 -433428 -420478 -544267
644871660404343984 -457096 -433362 -420457 -544203
644871660411734988 -456992 -433400 -420440 -544216
644871660419125992 -457053 -433384 -420499 -544221
644871660426516996 -457087 -433367 -420455 -544192
644871660433908000 -456977 -433375 -420443 -544183
644871660441299004 -456905 -433427 -420351 -544263
644871660448690008 -456937 -433428 -420405 -544334
644871660456081012 -456980 -433334 -420476 -544235
644871660463472016 -456892 -433342 -420436 -544287
644871660470863020 -456943 -433356 -420304 -544268
644871660478254024 -456939 -433323 -420164 -544238
644871660485645028 -456876 -433250 -420164 -544156
644871660493036032 -456803 -433199 -420187 -544192
644871660500365147 -456824 -433190 -420143 -544258
644871660507759792 -456775 -433216 -420137 -544344
644871660515154437 -456718 -433149 -420068 -544230
644871660522549082 -456646 -433118 -420049 -544272
644871660529943727 -456575 -433051 -420019 -544260
644871660537338372 -456514 -432993 -420104 -544288
644871660544733017 -456434 -432946 -420003 -544219
644871660552127662 -456388 -432897 -419948 -544296
644871660559522307 -456379 -432866 -419913 -544292
644871660566916952 -456277 -432864 -419870 -544282
644871660574311597 -456251 -432840 -419872 -544259
644871660581706242 -456305 -432776 -419846 -544255
644871660589100887 -456374 -432837 -419726 -544218
644871660596495532 -456272 -432787 -419665 -544341
644871660603890177 -456264 -432742 -419547 -544223
644871660611284822 -456251 -432676 -419582 -544289
644871660618679467 -456166 -432662 -419529 -544330
644871660626074112 -456163 -432632 -419518 -544317
644871660633592557 -456297 -432637 -419462 -544430
644871660640979920 -456129 -432649 -419417 -544474
644871660648367283 -456115 -432647 -419480 -544410
644871660655754646 -456023 -432560 -419457 -544383
644871660663142009 -455966 -432588 -419441 -544272
644871660670529372 -456047 -432581 -419469 -544318
644871660677916735 -456038 -432510 -419392 -544297
644871660685304098 -456034 -432606 -419351 -544327
644871660692691461 -456015 -432616 -419434 -544222
644871660700078824 -456095 -432617 -419438 -544260
644871660707466187 -456059 -432619 -419503 -544270
644871660714853550 -456091 -432641 -419317 -544303
644871660722240913 -456127 -432704 -419475 -544365
644871660729628276 -456095 -432960 -419435 -544255
644871660737015639 -455852 -432743 -419493 -544192
644871660744403002 -455966 -432642 -419488 -544223
644871660751790365 -456140 -432616 -419480 -544299
644871660759177728 -456156 -432657 -419562 -544347
644871660766565101 -456398 -432552 -419615 -544416
644871660773952464 -456395 -432607 -419664 -544369
644871660781339827 -456470 -432619 -419674 -544325
644871660788727190 -456410 -432657 -419574 -544242
644871660796114553 -456625 -432620 -419693 -544344
644871660803501916 -456653 -432526 -419563 -544360
644871660810889279 -456734 -432542 -419618 -544290
644871660818276642 -456688 -432520 -419578 -544293
644871660825664005 -456715 -432474 -419713 -544340
644871660833051368 -456793 -432404 -419774 -544297
644871660840438731 -456808 -432380 -419655 -544279
644871660847826094 -456827 -432378 -419593 -544209
644871660855213457 -456899 -432336 -419576 -544276
644871660862600820 -456966 -432272 -419631 -544349
644871660869988183 -456871 -432203 -419525 -544316
644871660877375546 -456879 -432260 -419577 -544177
644871660884762909 -456888 -432241 -419592 -544220
644871660892150272 -456956 -432238 -419525 -544250
644871660899413851 -457045 -432243 -419518 -544156
644871660906808496 -457050 -432181 -419464 -544239
644871660914203141 -456958 -432122 -419455 -544235
644871660921597786 -456894 -431983 -419335 -544265
644871660928992431 -456839 -431941 -419349 -544212
644871660936387076 -456941 -431961 -419373 -544111
644871660943781721 -456871 -431821 -419225 -544182
644871660951176366 -456843 -431774 -419195 -544317
644871660958571011 -456763 -431715 -419149 -544298
644871660965965656 -456709 -431704 -419040 -544349
644871660973360301 -456663 -431679 -418979 -544298
644871660980754946 -456640 -431663 -418832 -544207
644871660988149591 -456686 -431659 -418858 -544241
644871660995544236 -456542 -431511 -418797 -544264
644871661002938881 -456436 -431425 -418898 -544216
644871661010333526 -456522 -431430 -418798 -544275
644871661017728171 -456529 -431455 -418733 -544281
644871661025122816 -456515 -431432 -418759 -544276
644871661032641261 -456592 -431476 -418785 -544148
644871661040028624 -456599 -431585 -418788 -544293
644871661047415987 -456617 -431465 -418753 -544251
644871661054803350 -456653 -431521 -418798 -544216
644871661062190713 -456701 -431537 -418870 -544260
644871661069578076 -456681 -431496 -418928 -544271
644871661076965439 -456813 -431646 -418982 -544250
644871661084352802 -456777 -431770 -419117 -544221
644871661091740165 -456751 -431772 -419101 -544252
644871661099127528 -456854 -431830 -419213 -544272
644871661106514891 -456920 -431876 -419256 -544274
644871661113902254 -456919 -431916 -419257 -544328
644871661121289617 -456937 -431941 -419292 -544291
644871661128676980 -456876 -431892 -419332 -544255
644871661136064343 -456902 -431935 -419406 -544269
644871661143451706 -456981 -431986 -419450 -544355
644871661150839069 -457032 -432114 -419469 -544317
644871661158226432 -457065 -432145 -419439 -544327
644871661165613805 -457002 -432076 -419356 -544154
644871661173001168 -457046 -432093 -419284 -544214
644871661180388531 -457006 -432029 -419332 -544195
644871661187775894 -457073 -432010 -419412 -544267
644871661195163257 -457052 -432039 -419493 -544256
644871661202550620 -457147 -432085 -419546 -544303
644871661209937983 -457155 -432167 -419527 -544317
644871661217325346 -457104 -432063 -419547 -544283
644871661224712709 -457116 -432111 -419527 -544276
644871661232100072 -457178 -432190 -419597 -544276
644871661239487435 -457184 -432226 -419597 -544322
644871661246874798 -457269 -432209 -419624 -544315
644871661254262161 -457216 -432213 -419658 -544262
644871661261649524 -457250 -432088 -419560 -544223
644871661269036887 -457243 -431959 -419664 -544245
644871661276424250 -457217 -432005 -419548 -544326
644871661283811613 -457260 -432022 -419506 -544308
644871661291198976 -457233 -432043 -419524 -544308
644871661298462555 -457195 -432035 -419555 -544339
644871661305857200 -457241 -432004 -419574 -544378
644871661313251845 -457333 -432039 -419434 -544371
644871661320646490 -457243 -432104 -419399 -544318
644871661328041135 -457290 -432083 -419384 -544211
644871661335435780 -457307 -432043 -419393 -544235
644871661342830425 -457319 -431901 -419390 -544207
644871661350225070 -457257 -431961 -419407 -544201
644871661357619715 -457330 -431941 -419470 -544173
644871661365014360 -457331 -432048 -419545 -544171
644871661372409005 -457338 -432023 -419494 -544207
644871661379803650 -457373 -432002 -419515 -544252
644871661387198295 -457389 -432000 -419547 -544314
644871661394592940 -457456 -431985 -419565 -544309
644871661401987585 -457377 -431968 -419592 -544257
644871661409382230 -457359 -431983 -419623 -544220
644871661416776875 -457324 -431881 -419516 -544358
644871661424171520 -457367 -432037 -419535 -544307
644871661431689965 -457399 -431791 -419411 -544180
644871661439077328 -457437 -431920 -419399 -544181
644871661446464691 -457349 -431968 -419484 -544228
644871661453852054 -457264 -431986 -419511 -544202
644871661461239417 -457272 -431933 -419537 -544269
644871661468626780 -457326 -432015 -419489 -544337
644871661476014143 -457383 -431993 -419375 -544300
644871661483401506 -457318 -431958 -419421 -544296
644871661490788869 -457332 -431896 -419350 -544260
644871661498176232 -457254 -431969 -419478 -544213
644871661505563595 -457260 -431904 -419461 -544257
644871661512950958 -457210 -431934 -419414 -544273
644871661520338321 -457334 -431925 -419313 -544266
644871661527725684 -457280 -431882 -419384 -544288
644871661535113047 -457315 -431876 -419357 -544160
644871661542500410 -457257 -431885 -419257 -544218
644871661549887773 -457241 -431786 -419289 -544238
644871661557275136 -457175 -431796 -419269 -544267
644871661564600612 -457180 -431875 -419191 -544116
644871661571991616 -457227 -431805 -419110 -544196
644871661579382620 -457113 -431796 -419199 -544245
644871661586773624 -457166 -431755 -419181 -544292
644871661594164628 -457110 -431783 -419058 -544229
644871661601555632 -457053 -431679 -419010 -544275
644871661608946636 -457045 -431714 -418996 -544243
644871661616337640 -456959 -431738 -418960 -544317
644871661623728644 -457013 -431657 -418951 -544250
644871661631119648 -456886 -431579 -418882 -544274
644871661638510652 -456839 -431545 -418763 -544231
644871661645901656 -456672 -431608 -418765 -544267
644871661653292660 -456717 -431586 -418808 -544211
644871661660683664 -456697 -431561 -418780 -544247
644871661668074668 -456718 -431610 -418756 -544199
644871661675465672 -456654 -431493 -418680 -544286
644871661682856676 -456694 -431627 -418636 -544259
644871661690247680 -456667 -431671 -418697 -544270
644871661697638692 -456805 -431566 -418883 -544417
644871661705029696 -456692 -431636 -418791 -544358
644871661712420700 -456649 -431582 -418822 -544322
644871661719811704 -456600 -431539 -418844 -544307
644871661727202708 -456576 -431559 -418764 -544231
644871661734593712 -456486 -431606 -418714 -544309
644871661741984716 -456530 -431662 -418652 -544228
644871661749375720 -456539 -431647 -418639 -544334
644871661756766724 -456579 -431608 -418683 -544268
644871661764157728 -456477 -431571 -418822 -544275
644871661771548732 -456357 -431581 -418785 -544179
644871661778939736 -456339 -431625 -418771 -544230
644871661786330740 -456256 -431650 -418679 -544255
644871661793721744 -456251 -431654 -418668 -544239
644871661801112748 -456271 -431696 -418608 -544252
644871661808503752 -456268 -431753 -418706 -544237
644871661815894756 -456146 -431691 -418650 -544168
644871661823285760 -456130 -431591 -418604 -544228
644871661830676772 -456087 -431774 -418533 -544096
644871661838067776 -456102 -431654 -418566 -544157
644871661845458780 -456073 -431591 -418537 -544162
644871661852849784 -456039 -431611 -418544 -544197
644871661860240788 -455895 -431611 -418554 -544187
644871661867631792 -455829 -431516 -418491 -544248
644871661875022796 -455811 -431646 -418445 -544211
644871661882413800 -455762 -431640 -418447 -544238
644871661889804804 -455793 -431534 -418392 -544263
644871661897195808 -455694 -431537 -418279 -544223
644871661904586812 -455668 -431498 -418343 -544234
644871661911977816 -455661 -431435 -418236 -544255
644871661919368820 -455681 -431367 -418134 -544308
644871661926759824 -455578 -431300 -418171 -544208
644871661934150828 -455532 -431361 -418119 -544300
644871661941541832 -455375 -431333 -417992 -544221
644871661948932836 -455287 -431328 -417892 -544188
644871661956323840 -455319 -431276 -417884 -544192
644871661963776749 -455345 -431165 -417759 -544233
644871661971164112 -455259 -431144 -417719 -544241
644871661978551475 -455184 -431146 -417664 -544202
644871661985938838 -455046 -431064 -417583 -544300
644871661993326201 -454971 -431064 -417705 -544237
644871662000713564 -454938 -430954 -417584 -544151
644871662008100927 -454900 -431028 -417437 -544212
644871662015488290 -454951 -430978 -417439 -544186
644871662022875653 -454934 -430918 -417457 -544254
644871662030263016 -454873 -430885 -417394 -544220
644871662037650379 -454895 -430878 -417343 -544256
644871662045037742 -454833 -430876 -417459 -544365
644871662052425105 -454825 -430978 -417420 -544249
644871662059812468 -454864 -431088 -417468 -544173
644871662067199831 -454934 -431117 -417496 -544224
644871662074587194 -455010 -431230 -417503 -544230
644871662081974557 -455078 -431232 -417617 -544194
644871662089361920 -455124 -431398 -417808 -544241
644871662096687396 -455235 -431660 -417684 -544060
644871662104078400 -455325 -431656 -417858 -544116
644871662111469404 -455387 -431724 -418025 -544149
644871662118860408 -455357 -431794 -418202 -544166
644871662126251412 -455426 -431898 -418359 -544200
644871662133642416 -455516 -432015 -418553 -544218
644871662141033420 -455695 -432113 -418515 -544235
644871662148424424 -455822 -432251 -418603 -544212
644871662155815428 -455947 -432260 -418699 -544234
644871662163206432 -456052 -432336 -418850 -544243
644871662170597436 -456145 -432360 -418958 -544233
644871662177988440 -456223 -432401 -418962 -544302
644871662185379444 -456387 -432496 -419007 -544264
644871662192770448 -456396 -432478 -419084 -544230
644871662200161452 -456442 -432505 -419217 -544192
644871662207552456 -456655 -432593 -419307 -544229
644871662214943460 -456771 -432593 -419309 -544201
644871662222334464 -456879 -432632 -419357 -544198
644871662229725476 -456981 -432529 -419377 -544138
644871662237116480 -456981 -432613 -419453 -544141
644871662244507484 -457051 -432589 -419575 -544235
644871662251898488 -457057 -432578 -419632 -544251
644871662259289492 -457137 -432683 -419632 -544318
644871662266680496 -457305 -432696 -419703 -544271
644871662274071500 -457380 -432671 -419747 -544291
644871662281462504 -457317 -432633 -419740 -544249
644871662288853508 -457374 -432626 -419786 -544263
644871662296244512 -457389 -432659 -419763 -544263
644871662303635516 -457342 -432594 -419695 -544294
644871662311026520 -457367 -432558 -419646 -544323
644871662318417524 -457466 -432713 -419691 -544298
644871662325808528 -457486 -432649 -419606 -544311
644871662333199532 -457510 -432708 -419638 -544319
644871662340590536 -457451 -432630 -419667 -544265
644871662347981540 -457419 -432529 -419629 -544316
644871662355372544 -457422 -432550 -419547 -544240
644871662362763556 -457451 -432369 -419412 -544355
644871662370154560 -457434 -432384 -419497 -544298
644871662377545564 -457377 -432466 -419504 -544270
644871662384936568 -457343 -432442 -419504 -544247
644871662392327572 -457365 -432411 -419553 -544149
644871662399718576 -457394 -432505 -419658 -544294
644871662407109580 -457334 -432489 -419636 -544253
644871662414500584 -457314 -432501 -419669 -544162
644871662421891588 -457357 -432561 -419673 -544233
644871662429282592 -457348 -432472 -419648 -544216
644871662436673596 -457360 -432487 -419732 -544242
644871662444064600 -457326 -432461 -419709 -544271
644871662451455604 -457398 -432611 -419743 -544465
644871662458846608 -457373 -432608 -419700 -544332
644871662466237612 -457406 -432514 -419680 -544305
644871662473628616 -457394 -432603 -419784 -544272
644871662481019620 -457388 -432596 -419660 -544269
644871662488410624 -457366 -432700 -419702 -544277
644871662495801636 -457503 -432545 -419941 -544419
644871662503192640 -457431 -432592 -419781 -544375
644871662510583644 -457449 -432581 -419729 -544391
644871662517974648 -457416 -432615 -419760 -544293
644871662525365652 -457440 -432578 -419601 -544263
644871662532756656 -457357 -432632 -419606 -544243
644871662540147660 -457251 -432582 -419511 -544235
644871662547538664 -457177 -432466 -419457 -544266
644871662554929668 -457153 -432461 -419439 -544255
644871662562320672 -457024 -432520 -419447 -544225
644871662569711676 -456981 -432504 -419348 -544340
644871662577102680 -456985 -432428 -419260 -544186
644871662584493684 -457056 -432424 -419233 -544181
644871662591884688 -456941 -432381 -419182 -544230
644871662599275692 -456864 -432342 -419119 -544296
644871662606666696 -456856 -432222 -419148 -544263
644871662614057700 -456852 -432227 -419140 -544348
644871662621448704 -456849 -432231 -419106 -544311
644871662628901613 -456826 -432287 -419079 -544392
644871662636288976 -456735 -432227 -419042 -544383
644871662643676339 -456776 -432141 -418948 -544299
644871662651063702 -456787 -432158 -418857 -544406
644871662658451065 -456784 -432089 -418799 -544413
644871662665838428 -456639 -432017 -418745 -544419
644871662673225791 -456640 -431954 -418705 -544391
644871662680613154 -456605 -431974 -418622 -544367
644871662688000517 -456417 -431958 -418533 -544351
644871662695387880 -456315 -431847 -418500 -544482
644871662702775243 -456378 -431885 -418435 -544305
644871662710162606 -456402 -431800 -418447 -544262
644871662717549969 -456271 -431779 -418361 -544203
644871662724937332 -456284 -431634 -418329 -544317
644871662732324695 -456246 -431588 -418251 -544260
644871662739712058 -456199 -431599 -418219 -544391
644871662747099421 -456178 -431705 -418206 -544359
644871662754486784 -456095 -431593 -418123 -544335
644871662761812260 -456143 -431416 -418160 -544311
644871662769203264 -456040 -431418 -418119 -544328
644871662776594268 -456028 -431420 -417977 -544324
644871662783985272 -456003 -431378 -417908 -544286
644871662791376276 -455972 -431347 -417849 -544347
644871662798767280 -455921 -431329 -417783 -544270
644871662806158284 -455838 -431268 -417737 -544216
644871662813549288 -455802 -431194 -417646 -544245
644871662820940292 -455757 -431211 -417664 -544216
644871662828331296 -455695 -431253 -417658 -544271
644871662835722300 -455710 -431177 -417535 -544300
644871662843113304 -455671 -431116 -417497 -544211
644871662850504308 -455628 -431040 -417360 -544264
644871662857895312 -455549 -431047 -417491 -544239
644871662865286316 -455507 -430937 -417343 -544307
644871662872677320 -455544 -430911 -417314 -544250
644871662880068324 -455545 -430869 -417250 -544213
644871662887459328 -455425 -430783 -417190 -544238
644871662894912237 -455481 -430833 -417198 -544341
644871662902299600 -455380 -430765 -417063 -544215
644871662909686963 -455355 -430707 -417098 -544226
644871662917074326 -455247 -430647 -417045 -544232
644871662924461689 -455204 -430639 -416984 -544330
644871662931849052 -455102 -430604 -416844 -544167
644871662939236415 -455063 -430511 -416802 -544236
644871662946623778 -455012 -430516 -416778 -544262
644871662954011141 -455051 -430495 -416758 -544266
644871662961398504 -455066 -430409 -416791 -544310
644871662968785867 -454953 -430338 -416699 -544301
644871662976173230 -454828 -430361 -416646 -544214
644871662983560593 -454900 -430283 -416593 -544279
644871662990947956 -454988 -430383 -416636 -544246
644871662998335319 -454892 -430374 -416633 -544184
644871663005722682 -454890 -430390 -416680 -544183
644871663013110045 -454995 -430547 -416745 -544323
644871663020497408 -455060 -430570 -416824 -544211
644871663027822884 -455224 -430617 -416839 -544374
644871663035213888 -455258 -430747 -416877 -544344
644871663042604892 -455193 -430784 -416895 -544324
644871663049995896 -455163 -430866 -416999 -544296
644871663057386900 -455160 -430838 -417157 -544340
644871663064777904 -455148 -430812 -417153 -544311
644871663072168908 -455119 -430882 -417179 -544300
644871663079559912 -455184 -430925 -417198 -544289
644871663086950916 -455227 -431030 -417186 -544289
644871663094341920 -455264 -430910 -417205 -544233
644871663101732924 -455147 -430955 -417277 -544285
644871663109123928 -455262 -430999 -417224 -544378
644871663116514932 -455213 -431044 -417240 -544296
644871663123905936 -455291 -431121 -417298 -544282
644871663131296940 -455241 -431084 -417247 -544237
644871663138687944 -455274 -431074 -417289 -544283
644871663146078948 -455239 -431149 -417317 -544221
644871663153469952 -455218 -430993 -417305 -544270
644871663160860964 -455211 -431167 -417287 -544182
644871663168251968 -455210 -431172 -417404 -544180
644871663175642972 -455150 -431194 -417390 -544213
644871663183033976 -455095 -431155 -417438 -544170
644871663190424980 -455060 -431207 -417439 -544241
644871663197815984 -454965 -431078 -417412 -544197
644871663205206988 -454930 -431105 -417457 -544190
644871663212597992 -454910 -431129 -417421 -544214
644871663219988996 -454793 -431074 -417312 -544270
644871663227380000 -454696 -430987 -417291 -544236
644871663234771004 -454559 -430868 -417188 -544270
644871663242162008 -454370 -430882 -417140 -544263
644871663249553012 -454345 -430891 -417149 -544221
644871663256944016 -454235 -430877 -417047 -544218
644871663264335020 -454076 -430764 -417036 -544198
644871663271726024 -453918 -430760 -417101 -544219
644871663279117028 -453780 -430812 -416987 -544256
644871663286508032 -453787 -430762 -417018 -544237
644871663293899044 -453620 -430910 -417113 -544260
644871663301290048 -453593 -430888 -417015 -544279
644871663308681052 -453521 -430860 -416960 -544311
644871663316072056 -453480 -430834 -416995 -544441
644871663323463060 -453401 -430857 -417068 -544348
644871663330854064 -453395 -430928 -416982 -544347
644871663338245068 -453426 -430926 -416979 -544281
644871663345636072 -453383 -430948 -417021 -544343
644871663353027076 -453436 -431021 -417005 -544253
644871663360418080 -453409 -430970 -417074 -544202
644871663367809084 -453288 -431024 -417044 -544190
644871663375200088 -453306 -431098 -417107 -544211
644871663382591092 -453261 -431081 -417147 -544191
644871663389982096 -453254 -431044 -417106 -544215
644871663397373100 -453315 -431134 -417073 -544251
644871663404764104 -453387 -431182 -417034 -544353
644871663412155108 -453316 -431101 -417176 -544313
644871663419546112 -453366 -431144 -417174 -544215
644871663426937124 -453239 -431213 -417095 -544195
644871663434328128 -453354 -431191 -417058 -544198
644871663441719132 -453344 -431319 -417002 -544181
644871663449110136 -453495 -431333 -417105 -544242
644871663456501140 -453681 -431319 -417071 -544263
644871663463892144 -453818 -431363 -417099 -544281
644871663471283148 -453809 -431360 -417162 -544203
644871663478674152 -454016 -431363 -417233 -544222
644871663486065156 -454066 -431447 -417324 -544189
644871663493456160 -454161 -431520 -417315 -544239
644871663500847164 -454234 -431531 -417355 -544288
644871663508238168 -454332 -431522 -417432 -544189
644871663515629172 -454480 -431598 -417459 -544145
644871663523020176 -454453 -431655 -417637 -544224
644871663530411180 -454596 -431652 -417658 -544306
644871663537802184 -454702 -431618 -417701 -544282
644871663545193188 -454771 -431704 -417759 -544248
644871663552584192 -454818 -431799 -417739 -544288
644871663560037101 -455001 -431581 -417733 -544281
644871663567424464 -455021 -431671 -417791 -544204
644871663574811827 -455071 -431640 -417814 -544250
644871663582199190 -455121 -431692 -417867 -544231
644871663589586553 -455165 -431670 -417840 -544209
644871663596973916 -455235 -431682 -417904 -544230
644871663604361279 -455293 -431755 -418026 -544270
644871663611748642 -455310 -431747 -418048 -544253
644871663619136005 -455422 -431739 -418028 -544245
644871663626523368 -455449 -431691 -418153 -544217
644871663633910731 -455567 -431880 -418116 -544254
644871663641298094 -455645 -431789 -418249 -544254
644871663648685457 -455730 -431772 -418347 -544252
644871663656072820 -455832 -431824 -418403 -544287
644871663663460183 -455875 -431748 -418345 -544343
644871663670847546 -455941 -431771 -418428 -544274
644871663678234909 -455970 -431716 -418324 -544271
644871663685622272 -456165 -431719 -418433 -544275
644871663692947748 -456180 -431561 -418363 -544253
644871663700338752 -456197 -431556 -418426 -544223
644871663707729756 -456291 -431499 -418432 -544208
644871663715120760 -456303 -431539 -418463 -544333
644871663722511764 -456378 -431620 -418411 -544300
644871663729902768 -456438 -431594 -418532 -544307
644871663737293772 -456571 -431559 -418484 -544260
644871663744684776 -456604 -431538 -418618 -544287
644871663752075780 -456536 -431530 -418627 -544306
644871663759466784 -456678 -431566 -418627 -544377
644871663766857788 -456750 -431601 -418677 -544366
644871663774248792 -456759 -431517 -418657 -544314
644871663781639796 -456826 -431470 -418727 -544187
644871663789030800 -456871 -431450 -418670 -544317
644871663796421804 -456992 -431449 -418695 -544291
644871663803812808 -456992 -431422 -418708 -544284
644871663811203812 -457022 -431425 -418705 -544336
644871663818594816 -457012 -431361 -418724 -544262
644871663825985828 -457098 -431387 -418800 -544361
644871663833376832 -457071 -431255 -418867 -544359
644871663840767836 -457058 -431289 -418895 -544365
644871663848158840 -457094 -431319 -418782 -544360
644871663855549844 -457097 -431199 -418690 -544344
644871663862940848 -457111 -431158 -418687 -544292
644871663870331852 -457133 -431084 -418710 -544321
644871663877722856 -457050 -430988 -418568 -544341
644871663885113860 -457002 -430968 -418672 -544317
